Episode,Episode reward,Interval reward,EMA reward
0,-22.13493975903607,-22.13493975903607,-2.213493975903607
10,0.18888888888891983,-10.922339495291059,-6.6640211209150655
20,-13.474496644295174,-14.343740139553002,-11.808490865415111
30,-18.432558139534773,-14.271556469631753,-13.26343531462453
40,-25.100900900900918,-8.731116595750482,-11.134082698596128
50,-16.302236421725063,-11.358568943406564,-11.515733821523645
60,-8.065886287625293,-7.657653438491563,-8.729248689647363
70,-18.17703927492436,-10.551595731478944,-10.26225630639037
80,6.750943396226575,-0.32325637919913125,-3.2056153992722933
90,-4.56993006992985,-5.773192158783596,-4.238965458812502
100,0.823529411764856,2.840497023455784,1.1064769059320572
110,34.75454545454446,2.0603729200712784,3.0671809266276284
120,11.735294117646808,1.73191211838902,3.016709065592061
130,0.45267175572546914,2.3207881649680964,3.0481054202425777
140,-12.221019108280176,-0.5888843075631105,0.8384671379535753
150,1.9669144981415303,2.069565604275736,2.4695933343108405
160,1.3966101694917321,2.6651207409445385,2.5516483925507476
170,0.18695652173919408,0.08831727645835233,1.0987252670078522
180,0.5424657534249003,0.816835819025876,0.49087247446423943
190,-11.253097345132703,2.0249012876076953,0.5348221061846368
200,21.282352941176054,6.947483236097968,5.786944760490237
210,1.3000000000002463,4.300692141245329,4.6833800283865505
220,8.57975460122701,8.654979038443722,7.4124067968636025
230,-9.862264150943334,15.971944521556386,11.707971557738603
240,11.775084175084027,11.111975892739693,11.404480643759216
250,13.37222222222192,4.855377628860677,6.7427692092572435
260,8.227586206896678,8.634094858210684,7.953625920008926
270,12.582389937106724,16.445253019295954,13.40685936616066
280,-3.1210526315788387,12.47466437791459,12.909493973211719
290,13.044850498338835,14.392454704869863,14.738139080133791
300,7.061165048543561,10.783205816422441,12.697712120287918
310,8.831372549019594,15.138030480495,13.656816914884645
320,2.113017751479465,7.762166062111135,10.12322088194007
330,33.823376623375545,19.407637429026842,17.49667545223728
340,1.7012345679014502,10.341682255692813,12.83782781122194
350,3.2154798761612113,14.925891486319387,14.190634136609093
360,22.93851590105952,11.111174239527802,12.763148728578278
370,30.152707581226963,23.22248304526784,19.121004478918298
380,21.392617449664066,17.507170734397192,18.69534242539681
390,11.999999999999835,16.889036516468508,17.157394186604954
400,17.26435986159119,20.034459098725854,18.873612897964467
410,12.881569965870277,18.965927160446064,18.69781676879972
420,60.77400722021731,21.20905272005374,21.403454665665997
430,15.893430656933973,25.01787389053992,22.54998843784282
440,20.194202898550394,18.922625977072965,21.27030329234561
450,9.073684210526391,25.671218559219607,22.577943617245342
460,15.349693251533457,23.034570285671542,22.070726820646872
470,6.535483870967862,21.86692139840698,20.7922910291208
480,24.222923588039535,20.690733244780994,21.664716257722237
490,23.587261146496303,29.528640693337184,28.460260918725695
500,33.82307692307661,20.47819804800563,23.18082005091957
510,24.18242811501564,18.251115783058083,20.20509838032236
520,22.564948453607833,19.780674283204405,20.1987531166112
530,21.42448979591805,23.61438203286378,21.63210916804386
540,18.792307692307485,17.319518318923684,19.139312733258546
550,81.9076923076935,27.535440527445008,26.085705767608665
560,15.894982078852767,15.44228094951444,19.355791876124783
570,25.49938080495307,20.348745898582283,20.80475768765453
580,17.573186119873505,17.542667446493397,17.995922187510555
590,23.885324232081565,20.197243328037818,19.323799359825053
600,31.18963210702306,22.5286740611673,22.213840333792078
610,25.40925266903858,24.305735670916828,23.800803577779277
620,33.20792079207876,25.918319653839216,25.564550532971197
630,20.82569169960459,23.91456714687783,24.2009996465669
640,14.831147540983174,19.073444086208788,20.430528641913753
650,20.86116504854339,35.488399451639154,31.093553451344288
660,35.96923076923033,34.802354307341346,33.33564177347672
670,8.672727272727325,19.79421323713443,23.787035065949162
680,20.340350877192613,23.602664588435836,23.91921153677251
690,14.049999999999919,21.100523146449277,22.504085744023442
700,27.82307692307645,23.09501667628044,23.76655063444695
710,40.62260536398421,22.30064865926689,23.75325721789732
720,39.160073260072934,22.80236257360442,23.818975171697883
730,27.427210884353414,20.683132269274232,22.916403848643526
740,15.533333333333216,27.379463290603457,24.537634512454776
750,74.00000000000107,31.445828884403614,30.137291165594277
760,26.555052264807884,27.930004020583347,29.181495838572488
770,9.40330033003304,30.033658403932314,27.81835519368469
780,29.584810126581793,31.289666170243613,30.659745405928383
790,14.445871559632717,24.79600490392123,26.584109408229757
800,43.40137457044642,25.65261255376864,27.08655430819737
810,78.38850174216148,35.882696557906534,35.91925824441637
820,6.508433734939834,36.25217792006036,35.37060335677717
830,60.75294117647032,28.285533481482467,32.4130131520408
840,25.548148148147988,29.245733927474372,29.21976376219589
850,33.42857142857101,34.26147806968705,32.16833063837079
860,32.345945945945566,37.29072633562903,35.02729762475438
870,81.55992217898972,47.73939688607357,44.46029033709121
880,39.684810126581965,35.6581212167707,38.00843613410467
890,21.316901408450438,20.259486204551248,26.25476241405961
900,30.561237785015912,27.879783598310382,26.995022516567495
910,19.748328267476644,38.22717272354897,34.21444430282735
920,33.43249097472876,29.75587326582912,29.328866869624846
930,33.11958041957993,54.46245315278087,44.478359087780255
940,29.39261744966383,33.25715653213776,37.63030762485282
950,41.91886792452787,35.76173492995038,37.325459705696204
960,21.34306569343009,28.21247328010434,31.934427999840032
970,31.924232081910716,49.87307213543149,45.91312200062313
980,77.57899686520634,42.3863503604133,44.92868327405162
990,17.577966101694727,62.05206150552003,48.83241445739571
1000,22.16666666666623,36.84998456623186,42.3453053435916
1010,29.487539936101868,45.04184495065865,45.86091983756641
1020,41.249084249083786,36.41477616663424,38.850897715647385
1030,78.88732394366299,48.47671711460976,45.80245650691142
1040,39.2919708029192,35.17087909002903,39.04285341236721
1050,43.51206225680896,50.04947188019584,44.64732834234791
1060,69.32777777777858,49.326485611852355,47.650932574449875
1070,33.59999999999947,43.26884972957973,44.23374016879445
1080,42.25270758122691,45.9924612264261,45.96865816729073
1090,39.94498269896151,51.24009935981378,47.53826893817239
1100,37.138515901059684,50.59129767072231,49.25606586824432
1110,11.274564459930275,54.92486119059244,50.72620305547582
1120,47.852707581227,47.96896598449048,48.354375973487464
1130,11.946715328467059,51.26300915016867,48.346770709884936
1140,41.372084805653266,57.578255629737804,54.50592414889238
1150,25.00769230769189,70.56849850813609,63.072797880983785
1160,18.915384615384475,66.20375098651947,59.26189884843485
1170,36.71282051282023,39.15139472193903,45.90685644315095
1180,35.45789473684169,50.06011046131714,46.857284597364924
1190,42.53401360544176,49.992832821992806,49.00482189112856
1200,38.30588235294075,56.83997481529595,52.84631719307266
1210,64.98905109489074,161.43944136035344,115.16713208167093
1220,65.45454545454574,79.08683222152503,95.67177150120793
1230,83.53576642335831,70.57443867765843,83.26154937976128
1240,133.9734693877566,69.44540936288973,78.29022893989358
1250,211.7000000000031,164.76969475280612,136.36333949170475
1260,37.1854961832058,72.4799030436883,94.23422285464848
1270,77.48300653594872,79.21842447917176,85.74778166273639
1280,17.14266211604084,84.22184285688414,78.24207376779138
1290,62.54217687074843,79.00416708634134,74.99636617848589
1300,38.54244604316514,75.54030392793507,75.2910257865569
1310,87.59701492537405,54.97949705580661,62.290104504433884
1320,145.3958199356941,65.05396634944752,67.84001903739406
1330,76.12962962963095,140.61178061977532,103.25529405517162
1340,130.31304347826213,140.899693674974,123.04590950403681
1350,278.844827586207,87.92085531796637,103.5114043072578
1360,87.31262458471872,180.0712783504761,143.19184277744927
1370,36.446153846153656,116.42255560027313,116.80826023524993
1380,246.57971014493057,115.36506523783223,119.73821500411701
1390,41.36755852842769,79.19377084939946,96.8765988990039
1400,126.17509025270886,144.72130217373547,132.8004208283839
1410,238.15897435897827,91.11689102137828,110.28109812620674
1420,260.52162162162216,188.8886467978602,172.38079207270738
1430,147.0898734177235,138.58274692119875,147.04112867771738
1440,39.61694915254216,163.3737097203432,154.53639096235693
1450,86.6191082802556,139.19250316333753,141.3966526773276
1460,28.630303030302784,269.21177576218366,214.91977697239886
1470,5.608280254777119,201.90333731559872,189.76910293157025
1480,45.631292517006486,194.45072372297437,180.88462963906125
1490,232.5736842105305,249.32910162591898,233.29525411630402
1500,217.37859424920555,286.92150173697866,275.5233530265759
1510,200.79528619528924,171.73378792441474,217.27134111933663
1520,289.0933110367887,211.2074522932137,217.6044235467237
1530,230.032343234327,205.73654424220277,217.05271744490759
1540,486.41525423726245,261.39768206551923,252.58736550659594
1550,60.16341463414634,168.45721880637333,198.10102630702218
1560,487.6517730496327,292.6130579578604,270.6817198688549
1570,451.6454545454444,233.1997452923012,266.9149577268161
1580,129.8580246913597,227.83680586833353,255.57368737917105
1590,171.35503355704913,192.60429907571103,219.69023403301242
1600,395.8836601307093,276.903647780981,257.6943905141108
1610,25.101639344262125,155.37263539637385,183.779473777265
1620,25.653846153845983,156.1358670058947,166.7118481534646
1630,120.68624535316141,199.7175730113376,180.27704345929908
1640,348.8835016834885,128.62505901239788,156.9058868096506
1650,23.978260869565048,211.112801337384,173.73597387957267
1660,131.1605504587178,204.02556971487937,174.90104317687184
1670,461.8372262773521,194.79851815613296,196.4203440186511
1680,103.18539325842798,182.22390217653327,187.43932446973048
1690,110.99353612167461,156.93328351390016,172.04920597461313
1700,305.13606557376755,296.6869009041092,263.24619161353445
1710,26.842906574394284,301.4862948423498,270.55206699109914
1720,290.2709677419337,249.14492379935865,280.6793772665513
1730,739.2692307692023,278.53837846566586,307.20547037163624
1740,286.8508474576258,264.8770345639738,274.70953216914864
1750,595.1844522967989,266.94263718772174,300.6494704492237
1760,222.2939297124644,408.8534856448271,386.5125056642329
