Episode,Episode reward,Interval reward,EMA reward
1770,108.90473372781173,514.8935196807789,447.0750079285209
1780,324.0435643564333,338.1766426400519,391.14159283893014
1790,84.4571428571435,403.9851497749501,353.963045186263
1800,560.0322147650819,367.52333486307054,369.9017408507125
1810,717.1607773851325,456.3782717601204,451.5538178841189
1820,558.9231833909872,495.920035509022,475.44380827424084
1830,722.8979094076336,407.3930812944637,443.4347896857968
1840,341.5741214057454,428.4339887137223,431.4928247854438
1850,76.2124223602494,506.0086508085625,472.5241422378605
1860,16.179738562091377,525.7903926092132,477.69956835025346
1870,778.4969696969409,662.2230569921215,607.5806223807626
1880,789.4271477662901,736.7627914307861,694.4706797480814
1890,729.3883040935369,624.2662361468689,647.4244936261538
1900,792.3584905660134,689.202772679798,666.594099654784
1910,748.0996845425587,743.7411864205768,707.4827344544709
1920,760.8483660130403,764.8645844820379,741.8238890380707
1930,263.4566037735846,543.469278996861,602.7500506002941
1940,757.6627118643795,642.7925992633225,633.2284417359659
1950,816.347583643098,724.6571287178502,707.7724110916521
1960,827.8999999999706,751.2481742284922,742.4194386244324
1970,789.3999999999776,762.4561969361752,755.2509031504333
1980,759.4142011834001,706.3269933398003,726.6784779730242
1990,830.9999999999771,696.171577160339,720.7827083512421
2000,825.699999999973,701.6334490774121,725.9508224015748
2010,799.8999999999661,663.8359411082434,694.5263338597124
2020,800.1999999999679,639.0063299373855,650.4470276902041
2030,546.2935483870845,749.7690142349226,710.0628615813882
2040,780.6664596272972,517.014927839705,586.5802582346357
2050,806.1610921501389,658.4652276792674,631.3699102248727
