Episode,Episode reward,Interval reward,EMA reward
0,-21.18976897689752,-21.18976897689752,-2.118976897689752
10,-26.58387096774203,-13.63859390516096,-9.85630148658318
20,-19.22682926829259,-3.6300758934831636,-6.151129997838858
30,-7.1222222222220175,-8.564968735277954,-7.601997095222792
40,20.214173228345754,-2.5759077962306316,-2.8322512902025174
50,0.6849624060153547,-5.651163475884833,-4.243539068000846
60,-10.39999999999991,-2.085935097238269,-3.535351967925969
70,-10.982822085889442,-7.010710529467479,-6.566836325733853
80,0.8860805860808354,-10.54655046836547,-8.45861892524045
90,-7.02140468227416,-6.337139643498608,-6.435927443553659
100,5.538515901060315,-3.9234121400515427,-4.121233055874186
110,4.9007380073803155,-0.2811227602325411,-1.1447607943640616
120,8.619424460431887,-1.902614047497396,-1.2735372023405964
130,-13.792929292929196,-4.962539109583772,-3.5537508766081247
140,2.921011673152018,-3.096980426757094,-2.732768136282049
150,-3.577464788732203,-2.448237527584677,-2.4238446566449627
160,-5.5943396226415,0.1271372331952148,-1.1067189692703445
170,16.72089552238738,1.23767094044281,1.8647545147572584
180,-3.3943462897523986,-1.5522483302568841,-0.8900758685761071
190,-3.483333333333124,0.10806393808202727,-0.47022604809852314
200,-3.8769230769228544,2.483211313292206,0.9303920034562086
210,-4.835211267605575,-2.7288262763491606,-1.607263663589686
220,-6.885906040268324,-0.8660921935799479,-1.6139272050917146
230,8.6436619718312,4.361537035582256,2.115398190306836
240,-5.102588996763553,3.354773907478078,2.935329226150726
250,13.863636363635699,2.3600095218462753,2.4751890993805805
260,3.5122743682312936,-0.02584260586331939,0.8391545250027155
270,0.9715976331362844,6.421566518306378,4.8457786422317035
280,9.567741935483712,0.33020800491988267,2.4038885172023106
290,7.770848708487245,4.740180006048727,4.16867004260741
300,-5.591185410334216,5.119761248401264,4.63510111675736
310,2.068085106383215,6.542123561511019,5.839744351290101
320,20.67593984962278,8.279816147885265,8.669539200944747
330,9.719330855018638,2.586419620686508,4.681939672583243
340,-3.2073482428113107,2.431748589359662,3.6474231259582224
350,10.992982456140256,9.504681542707939,7.478562151719288
360,7.83642384105972,8.246025701297947,7.587086642338059
370,6.26984126984137,8.025326499279963,7.388251024998768
380,-0.5317073170729812,10.369896426756208,8.964919329586058
390,12.291482649842013,10.772557834871265,10.766005648516847
400,59.48936170212647,17.64877988788844,16.997976013048643
410,14.187539936101663,14.10004024115133,14.912954292252515
420,-4.077039274924318,8.915354395363208,10.673580277370798
430,33.9333333333324,15.103484472101437,14.665849960216027
440,16.692700729926543,19.700541800684622,17.986394006797507
450,7.167567567567575,9.571316013272721,12.11236469145645
460,18.687539936102194,13.7021487124479,12.761740649200284
470,28.037809187278874,18.687814603939454,16.733047197730883
480,9.217808219178057,15.265950227207275,15.814065061722372
490,16.636690647481625,15.070829586900524,14.918876733054356
500,10.931034482758614,20.139442709267524,17.248760069580676
